0,0,0,0
1,1,1,0
2,2,2,0
3,3,3,0
4,4,4,0
6,5,5,0
7,7,6,0
8,8,8,0
9,9,9,0
11,10,10,0
12,11,11,0
13,12,12,0
14,14,13,0
15,15,14,0
17,16,16,0
18,17,17,0
19,18,18,0
20,19,19,0
21,21,20,0
23,22,21,0
24,23,22,0
25,24,23,0
26,25,24,0
27,26,25,0
28,27,26,0
30,29,28,0
31,30,29,0
32,31,30,0
33,32,31,0
34,33,32,0
35,34,33,0
36,35,34,0
37,36,35,0
39,37,36,0
40,39,37,0
41,40,38,0
42,41,39,0
43,42,40,0
44,43,41,0
45,44,42,0
46,45,43,0
47,46,44,0
48,47,45,0
49,48,46,0
50,49,47,0
51,50,48,0
52,51,49,0
53,52,50,0
54,53,51,0
55,54,52,0
57,56,53,0
57,56,53,0
58,57,54,0
59,58,55,0
60,59,56,0
61,60,57,0
62,61,58,0
63,62,59,0
64,63,60,0
65,64,61,0
66,65,62,0
67,66,62,0
68,67,63,0
69,68,64,0
70,69,65,0
71,70,66,0
71,71,67,0
72,71,68,0
73,72,69,0
74,73,69,0
75,74,70,0
76,75,71,0
77,76,72,0
78,77,73,0
79,78,74,0
80,79,75,0
80,79,75,0
81,80,76,0
82,81,77,0
83,82,78,0
84,83,79,0
85,84,79,0
86,85,80,0
87,85,81,0
88,86,82,0
88,87,83,0
89,88,83,0
90,89,84,0
91,90,85,0
92,90,86,0
93,91,87,0
94,92,87,0
95,93,88,0
96,94,89,0
96,95,90,0
97,95,91,0
98,96,91,0
99,97,92,0
100,98,93,0
101,99,94,0
102,100,95,0
102,100,95,0
103,101,96,0
104,102,97,0
105,103,98,0
106,104,98,0
106,104,99,0
107,105,100,0
108,106,101,0
109,107,101,0
109,107,102,0
110,108,103,0
111,109,103,0
112,110,104,0
113,111,105,0
113,111,106,0
114,112,106,0
115,113,107,0
116,114,108,0
116,115,109,0
117,115,109,0
118,116,110,0
119,117,111,0
120,118,112,0
121,119,113,0
122,120,114,0
122,120,114,0
123,121,115,0
124,122,116,0
125,123,117,0
126,124,118,0
127,125,119,0
128,126,120,0
129,127,120,0
130,127,121,0
131,128,122,0
132,129,123,0
133,130,124,0
134,131,125,0
135,132,126,0
136,133,127,0
137,134,128,0
138,135,129,0
139,136,130,0
140,137,131,0
141,138,132,0
142,139,133,0
143,140,134,0
144,141,135,0
145,142,136,0
146,143,137,0
146,143,137,0
147,144,138,0
148,145,139,0
149,146,140,0
150,147,141,0
151,148,142,0
152,149,143,0
153,150,144,0
154,151,145,0
155,152,146,0
156,153,147,0
157,154,148,0
158,155,149,0
159,156,150,0
160,157,151,0
161,158,152,0
162,159,153,0
163,160,154,0
164,161,155,0
165,162,156,0
166,163,157,0
167,164,158,0
168,165,159,0
169,166,160,0
170,168,162,0
170,169,163,0
171,170,164,0
172,171,165,0
173,172,166,0
174,173,167,0
175,174,168,0
176,175,169,0
177,176,170,0
178,177,171,0
179,178,172,0
180,179,173,0
181,180,174,0
182,181,175,0
183,182,176,0
184,183,177,0
185,184,179,0
186,185,180,0
187,186,181,0
188,187,182,0
189,188,183,0
190,189,184,0
191,190,185,0
192,191,186,0
193,192,187,0
195,194,189,0
196,195,190,0
197,196,191,0
198,197,192,0
199,198,193,0
200,199,194,0
201,201,195,0
202,202,196,0
203,203,198,0
204,205,199,0
205,206,200,0
206,207,201,0
207,208,202,0
208,210,203,0
209,211,205,0
210,212,206,0
211,214,207,0
212,215,208,0
213,216,209,0
214,217,210,0
215,219,212,0
216,220,213,0
217,221,214,0
218,222,215,0
219,223,216,0
221,225,218,0
222,226,219,0
223,227,220,0
224,228,221,0
225,229,222,0
226,230,223,0
227,231,224,0
229,232,226,0
230,233,227,0
231,234,228,0
232,235,229,0
233,236,230,0
235,237,231,0
236,238,232,0
237,239,234,0
238,240,235,0
239,241,236,0
241,242,237,0
242,243,238,0
243,244,240,0
244,245,241,0
245,246,242,0
246,247,244,0
247,248,245,0
248,249,246,0
250,250,248,0
251,250,249,0
252,251,250,0
253,252,252,0
254,253,253,0
255,255,255,0
